,YEAR,MONTH,DAY,Rain,Snow
187,1950,7,7,False,False
188,1950,7,8,False,False
189,1950,7,9,False,False
190,1950,7,10,False,False
191,1950,7,11,False,False
192,1950,7,12,False,False
193,1950,7,13,True,False
194,1950,7,14,False,False
195,1950,7,15,False,False
196,1950,7,16,False,False
197,1950,7,17,False,False
198,1950,7,18,True,False
199,1950,7,19,True,False
200,1950,7,20,True,False
201,1950,7,21,False,False
202,1950,7,22,False,False
203,1950,7,23,False,False
204,1950,7,24,True,False
205,1950,7,25,False,False
206,1950,7,26,False,False
207,1950,7,27,False,False
208,1950,7,28,False,False
209,1950,7,29,True,False
210,1950,7,30,False,False
211,1950,7,31,True,False
212,1950,8,1,True,False
213,1950,8,2,True,False
214,1950,8,3,True,False
215,1950,8,4,False,False
216,1950,8,5,False,False
217,1950,8,6,False,False
218,1950,8,7,False,False
219,1950,8,8,False,False
220,1950,8,9,True,False
221,1950,8,10,True,False
222,1950,8,11,True,False
223,1950,8,12,False,False
224,1950,8,13,False,False
225,1950,8,14,False,False
226,1950,8,15,False,False
227,1950,8,16,False,False
228,1950,8,17,True,False
229,1950,8,18,True,False
230,1950,8,19,True,False
231,1950,8,20,False,False
232,1950,8,21,False,False
233,1950,8,22,True,False
234,1950,8,23,False,False
235,1950,8,24,False,False
236,1950,8,25,False,False
237,1950,8,26,False,False
238,1950,8,27,False,False
239,1950,8,28,True,False
240,1950,8,29,True,False
241,1950,8,30,False,False
242,1950,8,31,True,False
243,1950,9,1,True,False
244,1950,9,2,False,False
245,1950,9,3,False,False
246,1950,9,4,False,False
247,1950,9,5,False,False
248,1950,9,6,False,False
249,1950,9,7,False,False
250,1950,9,8,False,False
251,1950,9,9,False,False
252,1950,9,10,False,False
253,1950,9,11,True,False
254,1950,9,12,True,False
255,1950,9,13,True,False
256,1950,9,14,True,False
257,1950,9,15,True,False
258,1950,9,16,False,False
259,1950,9,17,False,False
260,1950,9,18,False,False
261,1950,9,19,True,False
262,1950,9,20,False,False
263,1950,9,21,True,False
264,1950,9,22,True,False
265,1950,9,23,False,False
266,1950,9,24,False,False
267,1950,9,25,True,False
268,1950,9,26,False,False
269,1950,9,27,False,False
270,1950,9,28,True,False
271,1950,9,29,False,False
272,1950,9,30,False,False
273,1950,10,1,False,False
274,1950,10,2,False,False
275,1950,10,3,True,False
276,1950,10,4,False,False
277,1950,10,5,False,False
278,1950,10,6,False,False
279,1950,10,7,False,False
280,1950,10,8,True,False
281,1950,10,9,True,False
282,1950,10,10,True,False
283,1950,10,11,True,False
284,1950,10,12,True,False
285,1950,10,13,True,False
286,1950,10,14,True,False
287,1950,10,15,False,False
288,1950,10,16,False,False
289,1950,10,17,False,False
290,1950,10,18,False,False
291,1950,10,19,False,False
292,1950,10,20,False,False
293,1950,10,21,False,False
294,1950,10,22,False,False
295,1950,10,23,True,False
296,1950,10,24,False,False
297,1950,10,25,False,False
298,1950,10,26,False,False
299,1950,10,27,True,False
300,1950,10,28,False,False
301,1950,10,29,False,False
302,1950,10,30,False,False
303,1950,10,31,False,False
304,1950,11,1,False,False
305,1950,11,2,False,False
306,1950,11,3,True,False
307,1950,11,4,True,True
308,1950,11,5,False,True
309,1950,11,6,True,False
310,1950,11,7,True,False
311,1950,11,8,True,False
312,1950,11,9,True,False
313,1950,11,10,False,True
314,1950,11,11,False,True
315,1950,11,12,False,False
316,1950,11,13,False,False
317,1950,11,14,False,False
318,1950,11,15,True,False
319,1950,11,16,True,False
320,1950,11,17,True,True
321,1950,11,18,False,False
322,1950,11,19,True,False
323,1950,11,20,True,True
324,1950,11,21,False,True
325,1950,11,22,False,True
326,1950,11,23,True,True
327,1950,11,24,True,True
328,1950,11,25,True,True
329,1950,11,26,True,True
330,1950,11,27,False,True
331,1950,11,28,False,True
332,1950,11,29,False,True
333,1950,11,30,True,True
334,1950,12,1,False,False
335,1950,12,2,True,True
336,1950,12,3,True,False
337,1950,12,4,False,False
338,1950,12,5,False,False
339,1950,12,6,False,False
340,1950,12,7,True,True
341,1950,12,8,False,True
342,1950,12,9,False,True
343,1950,12,10,False,True
344,1950,12,11,False,True
345,1950,12,12,False,True
346,1950,12,13,False,True
347,1950,12,14,False,True
348,1950,12,15,False,True
349,1950,12,16,False,True
350,1950,12,17,False,True
351,1950,12,18,False,False
352,1950,12,19,False,False
353,1950,12,20,False,False
354,1950,12,21,False,False
355,1950,12,22,True,True
356,1950,12,23,False,False
357,1950,12,24,False,True
358,1950,12,25,False,True
359,1950,12,26,False,True
360,1950,12,27,False,False
361,1950,12,28,False,False
362,1950,12,29,False,False
363,1950,12,30,False,False
364,1950,12,31,False,True
365,1951,1,1,False,False
366,1951,1,2,True,False
367,1951,1,3,True,False
368,1951,1,4,True,True
369,1951,1,5,False,True
370,1951,1,6,True,True
371,1951,1,7,False,True
372,1951,1,8,False,True
373,1951,1,9,False,False
374,1951,1,10,False,False
375,1951,1,11,True,False
376,1951,1,12,False,False
377,1951,1,13,False,False
378,1951,1,14,True,True
379,1951,1,15,False,True
380,1951,1,16,False,True
381,1951,1,17,False,False
382,1951,1,18,False,False
383,1951,1,19,False,False
384,1951,1,20,True,False
385,1951,1,21,True,True
386,1951,1,22,False,False
387,1951,1,23,False,True
388,1951,1,24,True,True
389,1951,1,25,False,True
390,1951,1,26,False,True
391,1951,1,27,False,True
392,1951,1,28,False,True
393,1951,1,29,False,True
394,1951,1,30,False,False
395,1951,1,31,False,True
396,1951,2,1,False,True
397,1951,2,2,False,True
398,1951,2,3,False,False
399,1951,2,4,False,False
400,1951,2,5,False,True
401,1951,2,6,True,True
402,1951,2,7,True,True
403,1951,2,8,False,True
404,1951,2,9,False,False
405,1951,2,10,False,False
406,1951,2,11,True,False
407,1951,2,12,True,False
408,1951,2,13,True,True
409,1951,2,14,False,True
410,1951,2,15,False,False
411,1951,2,16,True,False
412,1951,2,17,True,False
413,1951,2,18,False,False
414,1951,2,19,True,False
415,1951,2,20,False,False
416,1951,2,21,True,True
417,1951,2,22,False,False
418,1951,2,23,False,False
419,1951,2,24,False,False
420,1951,2,25,False,False
421,1951,2,26,True,False
422,1951,2,27,False,False
423,1951,2,28,False,False
424,1951,3,1,True,True
425,1951,3,2,False,False
426,1951,3,3,True,True
427,1951,3,4,False,False
428,1951,3,5,False,False
429,1951,3,6,False,False
430,1951,3,7,True,False
431,1951,3,8,False,True
432,1951,3,9,False,True
433,1951,3,10,False,False
434,1951,3,11,False,False
435,1951,3,12,False,False
436,1951,3,13,True,False
437,1951,3,14,True,True
438,1951,3,15,True,True
439,1951,3,16,False,True
440,1951,3,17,False,False
441,1951,3,18,True,False
442,1951,3,19,True,True
443,1951,3,20,False,True
444,1951,3,21,False,True
445,1951,3,22,False,True
446,1951,3,23,True,False
447,1951,3,24,True,True
448,1951,3,25,False,False
449,1951,3,26,False,False
450,1951,3,27,False,False
451,1951,3,28,True,False
452,1951,3,29,True,False
453,1951,3,30,True,False
454,1951,3,31,True,True
455,1951,4,1,True,True
456,1951,4,2,False,False
457,1951,4,3,True,True
458,1951,4,4,True,True
459,1951,4,5,False,False
460,1951,4,6,False,False
461,1951,4,7,False,False
462,1951,4,8,True,False
463,1951,4,9,True,False
464,1951,4,10,True,False
465,1951,4,11,False,False
466,1951,4,12,True,False
467,1951,4,13,True,False
468,1951,4,14,True,True
469,1951,4,15,True,False
470,1951,4,16,False,True
471,1951,4,17,False,True
472,1951,4,18,True,False
473,1951,4,19,True,False
474,1951,4,20,False,False
475,1951,4,21,False,False
476,1951,4,22,True,False
477,1951,4,23,False,False
478,1951,4,24,True,False
479,1951,4,25,True,False
480,1951,4,26,False,False
481,1951,4,27,False,False
482,1951,4,28,True,False
483,1951,4,29,True,False
484,1951,4,30,False,False
485,1951,5,1,False,False
486,1951,5,2,False,False
487,1951,5,3,True,False
488,1951,5,4,False,False
489,1951,5,5,False,False
490,1951,5,6,False,False
491,1951,5,7,False,False
492,1951,5,8,False,False
493,1951,5,9,False,False
494,1951,5,10,True,False
495,1951,5,11,True,False
496,1951,5,12,True,False
497,1951,5,13,False,False
498,1951,5,14,False,False
499,1951,5,15,False,False
500,1951,5,16,False,False
501,1951,5,17,True,False
502,1951,5,18,False,False
503,1951,5,19,False,False
504,1951,5,20,False,False
505,1951,5,21,True,False
506,1951,5,22,True,False
507,1951,5,23,True,False
508,1951,5,24,True,False
509,1951,5,25,False,False
510,1951,5,26,True,False
511,1951,5,27,True,False
512,1951,5,28,True,False
513,1951,5,29,True,False
514,1951,5,30,True,False
515,1951,5,31,False,False
516,1951,6,1,True,False
517,1951,6,2,True,False
518,1951,6,3,True,False
519,1951,6,4,True,False
520,1951,6,5,False,False
521,1951,6,6,False,False
522,1951,6,7,False,False
523,1951,6,8,True,False
524,1951,6,9,True,False
525,1951,6,10,True,False
526,1951,6,11,False,False
527,1951,6,12,False,False
528,1951,6,13,True,False
529,1951,6,14,False,False
530,1951,6,15,False,False
531,1951,6,16,False,False
532,1951,6,17,False,False
533,1951,6,18,False,False
534,1951,6,19,False,False
535,1951,6,20,True,False
536,1951,6,21,True,False
537,1951,6,22,True,False
538,1951,6,23,False,False
539,1951,6,24,True,False
540,1951,6,25,False,False
541,1951,6,26,False,False
542,1951,6,27,True,False
543,1951,6,28,True,False
544,1951,6,29,True,False
545,1951,6,30,True,False
546,1951,7,1,False,False
547,1951,7,2,False,False
548,1951,7,3,False,False
549,1951,7,4,True,False
550,1951,7,5,True,False
551,1951,7,6,False,False
552,1951,7,7,False,False
553,1951,7,8,False,False
554,1951,7,9,True,False
555,1951,7,10,False,False
556,1951,7,11,True,False
557,1951,7,12,True,False
558,1951,7,13,False,False
559,1951,7,14,False,False
560,1951,7,15,False,False
561,1951,7,16,False,False
562,1951,7,17,False,False
563,1951,7,18,True,False
564,1951,7,19,False,False
565,1951,7,20,False,False
566,1951,7,21,True,False
567,1951,7,22,True,False
568,1951,7,23,False,False
569,1951,7,24,False,False
570,1951,7,25,False,False
571,1951,7,26,False,False
572,1951,7,27,True,False
573,1951,7,28,True,False
574,1951,7,29,False,False
575,1951,7,30,False,False
576,1951,7,31,True,False
577,1951,8,1,False,False
578,1951,8,2,False,False
579,1951,8,3,True,False
580,1951,8,4,False,False
581,1951,8,5,False,False
582,1951,8,6,True,False
583,1951,8,7,True,False
584,1951,8,8,False,False
585,1951,8,9,False,False
586,1951,8,10,False,False
587,1951,8,11,False,False
588,1951,8,12,False,False
589,1951,8,13,False,False
590,1951,8,14,True,False
591,1951,8,15,True,False
592,1951,8,16,True,False
593,1951,8,17,False,False
594,1951,8,18,True,False
595,1951,8,19,False,False
596,1951,8,20,False,False
597,1951,8,21,True,False
598,1951,8,22,False,False
599,1951,8,23,False,False
600,1951,8,24,False,False
601,1951,8,25,False,False
602,1951,8,26,False,False
603,1951,8,27,False,False
604,1951,8,28,False,False
605,1951,8,29,False,False
606,1951,8,30,False,False
607,1951,8,31,True,False
608,1951,9,1,True,False
609,1951,9,2,False,False
610,1951,9,3,False,False
611,1951,9,4,False,False
612,1951,9,5,False,False
613,1951,9,6,True,False
614,1951,9,7,True,False
615,1951,9,8,False,False
616,1951,9,9,False,False
617,1951,9,10,True,False
618,1951,9,11,False,False
619,1951,9,12,False,False
620,1951,9,13,True,False
621,1951,9,14,False,False
622,1951,9,15,True,False
623,1951,9,16,False,False
624,1951,9,17,False,False
625,1951,9,18,False,False
626,1951,9,19,False,False
627,1951,9,20,False,False
628,1951,9,21,False,False
629,1951,9,22,True,False
630,1951,9,23,False,False
631,1951,9,24,False,False
632,1951,9,25,True,False
633,1951,9,26,False,False
634,1951,9,27,True,False
635,1951,9,28,True,False
636,1951,9,29,False,False
637,1951,9,30,True,False
638,1951,10,1,False,False
639,1951,10,2,True,False
640,1951,10,3,False,False
641,1951,10,4,False,False
642,1951,10,5,False,False
643,1951,10,6,True,False
644,1951,10,7,True,False
645,1951,10,8,True,False
646,1951,10,9,False,False
647,1951,10,10,False,False
648,1951,10,11,False,False
649,1951,10,12,False,False
650,1951,10,13,False,False
651,1951,10,14,False,False
652,1951,10,15,False,False
653,1951,10,16,False,False
654,1951,10,17,False,False
655,1951,10,18,False,False
656,1951,10,19,True,False
657,1951,10,20,False,False
658,1951,10,21,False,False
659,1951,10,22,False,False
660,1951,10,23,True,False
661,1951,10,24,True,False
662,1951,10,25,True,False
663,1951,10,26,False,False
664,1951,10,27,True,False
665,1951,10,28,True,False
666,1951,10,29,False,False
667,1951,10,30,True,False
668,1951,10,31,False,False
669,1951,11,1,False,False
670,1951,11,2,False,True
671,1951,11,3,False,True
672,1951,11,4,False,True
673,1951,11,5,False,False
674,1951,11,6,False,True
675,1951,11,7,True,True
676,1951,11,8,True,True
677,1951,11,9,False,False
678,1951,11,10,False,False
679,1951,11,11,False,False
680,1951,11,12,True,False
681,1951,11,13,True,False
682,1951,11,14,True,False
683,1951,11,15,False,False
684,1951,11,16,True,True
685,1951,11,17,False,True
686,1951,11,18,False,True
687,1951,11,19,False,True
688,1951,11,20,False,False
689,1951,11,21,False,False
690,1951,11,22,True,False
691,1951,11,23,True,False
692,1951,11,24,False,False
693,1951,11,25,False,False
694,1951,11,26,True,True
695,1951,11,27,False,False
696,1951,11,28,False,False
697,1951,11,29,False,False
698,1951,11,30,False,False
699,1951,12,1,False,False
700,1951,12,2,False,False
701,1951,12,3,True,False
702,1951,12,4,True,False
703,1951,12,5,False,False
704,1951,12,6,True,False
705,1951,12,7,False,False
706,1951,12,8,False,False
707,1951,12,9,True,False
708,1951,12,10,False,True
709,1951,12,11,False,True
710,1951,12,12,False,True
711,1951,12,13,False,True
712,1951,12,14,False,True
713,1951,12,15,False,True
714,1951,12,16,False,True
715,1951,12,17,False,True
716,1951,12,18,False,True
717,1951,12,19,False,False
718,1951,12,20,True,True
719,1951,12,21,True,True
720,1951,12,22,False,True
721,1951,12,23,False,True
722,1951,12,24,False,False
723,1951,12,25,False,True
724,1951,12,26,False,False
725,1951,12,27,False,False
726,1951,12,28,False,True
727,1951,12,29,False,False
728,1951,12,30,True,False
729,1951,12,31,True,False
730,1952,1,1,False,False
731,1952,1,2,False,True
732,1952,1,3,False,True
733,1952,1,4,False,False
734,1952,1,5,False,True
735,1952,1,6,False,True
736,1952,1,7,False,True
737,1952,1,8,False,True
738,1952,1,9,True,True
739,1952,1,10,False,True
740,1952,1,11,False,False
741,1952,1,12,False,True
742,1952,1,13,False,False
743,1952,1,14,True,False
744,1952,1,15,True,False
745,1952,1,16,False,False
746,1952,1,17,True,False
747,1952,1,18,False,False
748,1952,1,19,True,True
749,1952,1,20,True,True
750,1952,1,21,False,False
751,1952,1,22,True,True
752,1952,1,23,False,True
753,1952,1,24,False,True
754,1952,1,25,True,True
755,1952,1,26,True,False
756,1952,1,27,True,False
757,1952,1,28,True,True
758,1952,1,29,False,False
759,1952,1,30,False,False
760,1952,1,31,False,False
761,1952,2,1,True,False
762,1952,2,2,False,False
763,1952,2,3,True,False
764,1952,2,4,True,False
765,1952,2,5,False,True
766,1952,2,6,False,True
767,1952,2,7,False,True
768,1952,2,8,False,True
769,1952,2,9,False,True
770,1952,2,10,False,True
771,1952,2,11,False,True
772,1952,2,12,False,False
773,1952,2,13,False,False
774,1952,2,14,False,False
775,1952,2,15,False,False
776,1952,2,16,False,False
777,1952,2,17,False,False
778,1952,2,18,False,False
779,1952,2,19,False,False
780,1952,2,20,False,True
781,1952,2,21,False,True
782,1952,2,22,False,True
783,1952,2,23,False,False
784,1952,2,24,False,True
785,1952,2,25,False,True
786,1952,2,26,False,False
787,1952,2,27,False,False
788,1952,2,28,False,True
789,1952,2,29,False,True
790,1952,3,1,False,False
791,1952,3,2,False,True
792,1952,3,3,False,True
793,1952,3,4,True,True
794,1952,3,5,False,True
795,1952,3,6,False,False
796,1952,3,7,False,False
797,1952,3,8,False,False
798,1952,3,9,False,True
799,1952,3,10,True,False
800,1952,3,11,True,False
801,1952,3,12,False,False
802,1952,3,13,False,True
803,1952,3,14,False,True
804,1952,3,15,False,True
805,1952,3,16,False,True
806,1952,3,17,False,False
807,1952,3,18,True,False
808,1952,3,19,True,False
809,1952,3,20,True,False
810,1952,3,21,True,False
811,1952,3,22,True,True
812,1952,3,23,True,True
813,1952,3,24,False,True
814,1952,3,25,False,True
815,1952,3,26,False,True
816,1952,3,27,False,True
817,1952,3,28,False,False
818,1952,3,29,False,True
819,1952,3,30,False,False
820,1952,3,31,True,False
821,1952,4,1,True,False
822,1952,4,2,False,False
823,1952,4,3,True,True
824,1952,4,4,True,True
825,1952,4,5,True,False
826,1952,4,6,True,True
827,1952,4,7,False,False
828,1952,4,8,False,False
829,1952,4,9,False,False
830,1952,4,10,True,False
831,1952,4,11,False,False
832,1952,4,12,True,False
833,1952,4,13,True,False
834,1952,4,14,True,False
835,1952,4,15,True,False
836,1952,4,16,False,False
837,1952,4,17,False,False
838,1952,4,18,False,False
839,1952,4,19,False,False
840,1952,4,20,False,False
841,1952,4,21,False,False
842,1952,4,22,True,False
843,1952,4,23,True,False
844,1952,4,24,False,False
845,1952,4,25,False,False
846,1952,4,26,False,False
847,1952,4,27,False,False
848,1952,4,28,False,False
849,1952,4,29,False,False
850,1952,4,30,False,False
851,1952,5,1,False,False
852,1952,5,2,True,False
853,1952,5,3,False,False
854,1952,5,4,True,False
855,1952,5,5,True,False
856,1952,5,6,False,False
857,1952,5,7,False,False
858,1952,5,8,True,True
859,1952,5,9,False,False
860,1952,5,10,True,False
861,1952,5,11,False,False
862,1952,5,12,True,False
863,1952,5,13,True,False
864,1952,5,14,True,False
865,1952,5,15,True,False
866,1952,5,16,False,False
867,1952,5,17,True,False
868,1952,5,18,False,False
869,1952,5,19,True,False
870,1952,5,20,True,False
871,1952,5,21,True,False
872,1952,5,22,False,False
873,1952,5,23,True,False
874,1952,5,24,True,False
875,1952,5,25,True,False
876,1952,5,26,False,False
877,1952,5,27,False,False
878,1952,5,28,True,False
879,1952,5,29,False,False
880,1952,5,30,False,False
881,1952,5,31,False,False
882,1952,6,1,True,False
883,1952,6,2,False,False
884,1952,6,3,True,False
885,1952,6,4,False,False
886,1952,6,5,True,False
887,1952,6,6,False,False
888,1952,6,7,False,False
889,1952,6,8,False,False
890,1952,6,9,True,False
891,1952,6,10,False,False
892,1952,6,11,False,False
893,1952,6,12,False,False
894,1952,6,13,False,False
895,1952,6,14,False,False
896,1952,6,15,False,False
897,1952,6,16,False,False
898,1952,6,17,True,False
899,1952,6,18,False,False
900,1952,6,19,False,False
901,1952,6,20,True,False
902,1952,6,21,True,False
903,1952,6,22,True,False
904,1952,6,23,False,False
905,1952,6,24,False,False
906,1952,6,25,False,False
907,1952,6,26,True,False
908,1952,6,27,False,False
909,1952,6,28,False,False
910,1952,6,29,True,False
911,1952,6,30,True,False
912,1952,7,1,False,False
913,1952,7,2,False,False
914,1952,7,3,True,False
915,1952,7,4,False,False
916,1952,7,5,False,False
917,1952,7,6,False,False
918,1952,7,7,False,False
919,1952,7,8,True,False
920,1952,7,9,False,False
921,1952,7,10,False,False
922,1952,7,11,False,False
923,1952,7,12,False,False
924,1952,7,13,False,False
925,1952,7,14,False,False
926,1952,7,15,True,False
927,1952,7,16,True,False
928,1952,7,17,True,False
929,1952,7,18,True,False
930,1952,7,19,True,False
931,1952,7,20,True,False
932,1952,7,21,True,False
933,1952,7,22,False,False
934,1952,7,23,False,False
935,1952,7,24,False,False
936,1952,7,25,False,False
937,1952,7,26,False,False
938,1952,7,27,False,False
939,1952,7,28,True,False
940,1952,7,29,False,False
941,1952,7,30,False,False
942,1952,7,31,False,False
943,1952,8,1,False,False
944,1952,8,2,True,False
945,1952,8,3,False,False
946,1952,8,4,True,False
947,1952,8,5,False,False
948,1952,8,6,False,False
949,1952,8,7,False,False
950,1952,8,8,False,False
951,1952,8,9,True,False
952,1952,8,10,False,False
953,1952,8,11,True,False
954,1952,8,12,False,False
955,1952,8,13,False,False
956,1952,8,14,False,False
957,1952,8,15,False,False
958,1952,8,16,True,False
959,1952,8,17,False,False
960,1952,8,18,True,False
961,1952,8,19,False,False
962,1952,8,20,False,False
963,1952,8,21,True,False
964,1952,8,22,False,False
965,1952,8,23,False,False
966,1952,8,24,False,False
967,1952,8,25,False,False
968,1952,8,26,False,False
969,1952,8,27,False,False
970,1952,8,28,False,False
971,1952,8,29,False,False
972,1952,8,30,False,False
973,1952,8,31,True,False
974,1952,9,1,True,False
975,1952,9,2,True,False
976,1952,9,3,False,False
977,1952,9,4,False,False
978,1952,9,5,False,False
979,1952,9,6,True,False
980,1952,9,7,False,False
981,1952,9,8,False,False
982,1952,9,9,False,False
983,1952,9,10,False,False
984,1952,9,11,False,False
985,1952,9,12,False,False
986,1952,9,13,False,False
987,1952,9,14,True,False
988,1952,9,15,False,False
989,1952,9,16,False,False
990,1952,9,17,False,False
991,1952,9,18,True,False
992,1952,9,19,True,False
993,1952,9,20,False,False
994,1952,9,21,False,False
995,1952,9,22,True,False
996,1952,9,23,True,False
997,1952,9,24,False,False
998,1952,9,25,True,False
999,1952,9,26,False,False
1000,1952,9,27,False,False
1001,1952,9,28,False,False
1002,1952,9,29,False,False
1003,1952,9,30,False,False
1004,1952,10,1,True,False
1005,1952,10,2,True,False
1006,1952,10,3,False,False
1007,1952,10,4,False,False
1008,1952,10,5,False,False
1009,1952,10,6,False,False
1010,1952,10,7,False,False
1011,1952,10,8,False,False
1012,1952,10,9,False,False
1013,1952,10,10,False,False
1014,1952,10,11,False,False
1015,1952,10,12,False,False
1016,1952,10,13,False,False
1017,1952,10,14,True,False
1018,1952,10,15,True,False
1019,1952,10,16,False,False
1020,1952,10,17,True,True
1021,1952,10,18,False,False
1022,1952,10,19,False,False
1023,1952,10,20,True,True
1024,1952,10,21,False,False
1025,1952,10,22,False,False
1026,1952,10,23,False,False
1027,1952,10,24,False,False
1028,1952,10,25,False,False
1029,1952,10,26,False,False
1030,1952,10,27,False,False
1031,1952,10,28,False,True
1032,1952,10,29,False,False
1033,1952,10,30,False,False
1034,1952,10,31,False,False
1035,1952,11,1,False,False
1036,1952,11,2,False,False
1037,1952,11,3,True,False
1038,1952,11,4,False,False
1039,1952,11,5,False,False
1040,1952,11,6,True,False
1041,1952,11,7,False,True
1042,1952,11,8,False,False
1043,1952,11,9,False,False
1044,1952,11,10,False,False
1045,1952,11,11,False,False
1046,1952,11,12,False,False
1047,1952,11,13,False,False
1048,1952,11,14,False,False
1049,1952,11,15,False,False
1050,1952,11,16,False,False
1051,1952,11,17,True,False
1052,1952,11,18,True,False
1053,1952,11,19,True,False
1054,1952,11,20,True,False
1055,1952,11,21,False,False
1056,1952,11,22,True,False
1057,1952,11,23,True,False
1058,1952,11,24,False,False
1059,1952,11,25,True,False
1060,1952,11,26,True,False
1061,1952,11,27,False,True
1062,1952,11,28,False,True
1063,1952,11,29,False,True
1064,1952,11,30,False,True
1065,1952,12,1,False,True
1066,1952,12,2,False,True
1067,1952,12,3,True,True
